air_conditioner,bath_num,chimney,condition,garage,garden,house_type,m2_real,price,room_num,storage_room,swimming_pool,terrace,latitude,longitude,address,p_code,region,municipality
0,1,0,Resale,Not Included,1,Single-Family Home,1556,248500.0,5,0,0,0,43.208637,-2.7751137,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Apartment,67,129000.0,3,0,0,0,43.1828241,-2.9013692,"Miravalles, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,2,0,Resale,Not Included,0,Apartment,205,490000.0,3,0,0,0,43.1828241,-2.9013692,"Miravalles, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,2,0,Resale,Not Included,0,Single-Family Home,4365,390000.0,5,0,0,1,43.2086175,-2.8020097,"Carretera Tarragona-Bilbao, Bedia, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,2,0,Fixer-upper,Included,1,Townhouse,4220,325000.0,3,0,0,0,43.2013842,-2.8152083,"Eroso-Ugarte, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
1,3,0,Resale,Included,1,Townhouse,260,495000.0,5,0,0,1,43.1730622,-2.919982,"Arene, Uribarri, Arrancudiaga, Arrancudiaga-Zollo, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,3,0,Resale,Not Included,1,Single-Family Home,148,252000.0,3,0,0,0,43.1528173,-2.9354543,"21, Madariaga, Aracaldo, Vizcaya, País Vasco, 48498, España",48498,País Vasco,Vizcaya
0,1,0,Fixer-upper,Not Included,0,Single-Family Home,6000,310000.0,1,0,0,0,43.1719159,-2.9202196,"Arene, Uribarri, Arrancudiaga, Arrancudiaga-Zollo, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Apartment,79,105000.0,3,1,0,0,43.0737191,-2.7157848,"Carretera Tarragona-Bilbao, Barazar Gaina, Ceánuri, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceánuri
0,3,0,Fixer-upper,Included,0,Townhouse,250,120000.0,3,0,0,0,43.1490751,-2.847737,"Zeberio, Zubialde, Ceberio, Vizcaya, País Vasco, 48148, España",48148,País Vasco,Ceberio
0,3,0,Resale,Included,0,Semi-Detached House,5000,785000.0,3,1,0,1,43.1730622,-2.919982,"Arene, Uribarri, Arrancudiaga, Arrancudiaga-Zollo, Vizcaya, País Vasco, 48490, España",48490,País Vasco,Vizcaya
0,3,0,Resale,Included,1,Single-Family Home,3000,590000.0,3,1,0,1,43.2082451,-2.795895,"Carretera Tarragona-Bilbao, Bedia, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,3,0,Resale,Included,1,Single-Family Home,3000,590000.0,4,1,0,1,43.2140244,-2.8089381,"Polígono Industrial Murtatza, Vedia, Vizcaya, País Vasco, 48390, España",48390,País Vasco,Vizcaya
0,1,0,Fixer-upper,Not Included,1,Single-Family Home,80,196000.0,1,0,0,0,43.1075643,-2.9112964,"Beraza, San Juan, Zubiaur, Orozco, Vizcaya, País Vasco, 48410, España",48410,País Vasco,Vizcaya
0,2,1,Fixer-upper,Not Included,1,Farmhouse,2400,180000.0,3,0,0,1,43.0984935,-2.8359087,"Gallartu, Orozco, Vizcaya, País Vasco, 48410, España",48410,País Vasco,Vizcaya
0,2,0,Resale,Included,1,Apartment,100,160000.0,3,1,0,0,43.142052,-2.7515607,"Ugarana, Dima, Vizcaya, País Vasco, 48141, España",48141,País Vasco,Vizcaya
0,2,0,Resale,Included,0,Townhouse,190,177000.0,3,1,0,0,43.0427537,-2.6538028,"Ochandiano, Vizcaya, País Vasco, 48210, España",48210,País Vasco,Vizcaya
0,2,0,Resale,Included,0,Apartment,93,230000.0,2,1,0,1,43.2095656,-2.775825,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,1,0,Resale,Not Included,0,Single-Family Home,350,275000.0,3,0,0,0,43.1317391,-2.7830761,"009, Barrio Kalleja, Herriko Plaza, Esparta, Artea, Vizcaya, País Vasco, 48142, España",48142,País Vasco,Artea
0,2,0,Resale,Included,0,Apartment,95,225000.0,3,1,0,0,43.2103719,-2.7786328,"Lemoa, Lemona, Vizcaya, País Vasco, 48330, España",48330,País Vasco,Vizcaya
0,1,0,Resale,Not Included,1,Single-Family Home,100,310000.0,1,0,0,0,43.1333429,-2.7837728,"Infante kalea, Herriko Plaza, Esparta, Artea, Vizcaya, País Vasco, 48142, España",48142,País Vasco,Artea
0,2,0,Resale,Not Included,0,Apartment,85,214000.0,3,1,0,0,43.1213532,-2.7699432,"015, Askatasun kalea, Launtzain, Villaro o Arenaza, Vizcaya, País Vasco, 48143, España",48143,País Vasco,Vizcaya
